1,0,571.00,402.00,104.00,315.00,-1,-1,-1,-1
1,1,1359.00,413.00,120.00,362.00,-1,-1,-1,-1
1,2,1017.00,425.00,39.00,119.00,-1,-1,-1,-1
1,3,543.00,442.00,44.00,136.00,-1,-1,-1,-1
1,4,1097.00,433.00,39.00,119.00,-1,-1,-1,-1
1,5,552.00,473.00,29.00,89.00,-1,-1,-1,-1
1,6,1480.00,413.00,120.00,362.00,-1,-1,-1,-1
1,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
1,8,454.00,434.00,97.00,294.00,-1,-1,-1,-1
1,9,721.00,446.00,41.00,127.00,-1,-1,-1,-1
1,10,650.00,455.00,63.00,193.00,-1,-1,-1,-1
2,0,584.00,446.00,84.00,256.00,-1,-1,-1,-1
2,1,1359.00,413.00,120.00,362.00,-1,-1,-1,-1
2,2,1021.00,436.00,31.00,96.00,-1,-1,-1,-1
2,3,545.00,457.00,39.00,119.00,-1,-1,-1,-1
2,4,1097.00,433.00,39.00,119.00,-1,-1,-1,-1
2,6,1494.00,408.00,112.00,338.00,-1,-1,-1,-1
2,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
2,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
2,9,729.00,457.00,39.00,119.00,-1,-1,-1,-1
2,10,643.00,461.00,59.00,180.00,-1,-1,-1,-1
2,11,935.00,429.00,41.00,127.00,-1,-1,-1,-1
3,0,571.00,402.00,104.00,315.00,-1,-1,-1,-1
3,1,1359.00,413.00,120.00,362.00,-1,-1,-1,-1
3,2,1021.00,436.00,31.00,96.00,-1,-1,-1,-1
3,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
3,6,1482.00,390.00,128.00,388.00,-1,-1,-1,-1
3,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
3,8,454.00,454.00,97.00,294.00,-1,-1,-1,-1
3,9,729.00,449.00,39.00,119.00,-1,-1,-1,-1
3,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
3,11,937.00,433.00,39.00,119.00,-1,-1,-1,-1
4,0,591.00,434.00,97.00,294.00,-1,-1,-1,-1
4,1,1383.00,413.00,120.00,362.00,-1,-1,-1,-1
4,2,1017.00,425.00,39.00,119.00,-1,-1,-1,-1
4,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
4,6,1480.00,413.00,120.00,362.00,-1,-1,-1,-1
4,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
4,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
4,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
4,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
4,11,936.00,436.00,31.00,96.00,-1,-1,-1,-1
5,0,584.00,446.00,84.00,256.00,-1,-1,-1,-1
5,1,1383.00,413.00,120.00,362.00,-1,-1,-1,-1
5,2,1017.00,425.00,39.00,119.00,-1,-1,-1,-1
5,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
5,6,1480.00,413.00,120.00,362.00,-1,-1,-1,-1
5,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
5,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
5,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
5,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
5,11,936.00,436.00,31.00,96.00,-1,-1,-1,-1
6,0,589.00,442.00,90.00,274.00,-1,-1,-1,-1
6,1,1407.00,413.00,120.00,362.00,-1,-1,-1,-1
6,2,1017.00,425.00,39.00,119.00,-1,-1,-1,-1
6,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
6,6,1480.00,413.00,120.00,362.00,-1,-1,-1,-1
6,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
6,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
6,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
6,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
6,11,937.00,433.00,39.00,119.00,-1,-1,-1,-1
7,0,586.00,424.00,100.00,303.00,-1,-1,-1,-1
7,1,1393.00,391.00,138.00,416.00,-1,-1,-1,-1
7,2,1016.00,426.00,36.00,110.00,-1,-1,-1,-1
7,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
7,6,1504.00,413.00,120.00,362.00,-1,-1,-1,-1
7,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
7,8,454.00,434.00,97.00,294.00,-1,-1,-1,-1
7,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
7,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
7,11,934.00,432.00,33.00,103.00,-1,-1,-1,-1
7,16,1305.00,405.00,44.00,136.00,-1,-1,-1,-1
8,0,591.00,434.00,97.00,294.00,-1,-1,-1,-1
8,1,1404.00,390.00,128.00,388.00,-1,-1,-1,-1
8,2,1017.00,425.00,39.00,119.00,-1,-1,-1,-1
8,4,1098.00,429.00,41.00,127.00,-1,-1,-1,-1
8,6,1504.00,413.00,120.00,362.00,-1,-1,-1,-1
8,7,1255.00,441.00,36.00,110.00,-1,-1,-1,-1
8,8,454.00,434.00,97.00,294.00,-1,-1,-1,-1
8,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
8,10,657.00,419.00,73.00,222.00,-1,-1,-1,-1
8,11,934.00,432.00,33.00,103.00,-1,-1,-1,-1
8,16,1305.00,405.00,44.00,136.00,-1,-1,-1,-1
8,20,1379.00,432.00,44.00,136.00,-1,-1,-1,-1
9,0,591.00,434.00,97.00,294.00,-1,-1,-1,-1
9,1,1421.00,391.00,138.00,416.00,-1,-1,-1,-1
9,2,1012.00,421.00,41.00,127.00,-1,-1,-1,-1
9,4,1097.00,433.00,39.00,119.00,-1,-1,-1,-1
9,6,1504.00,413.00,120.00,362.00,-1,-1,-1,-1
9,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
9,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
9,9,729.00,446.00,41.00,127.00,-1,-1,-1,-1
9,11,936.00,436.00,31.00,96.00,-1,-1,-1,-1
9,16,1305.00,405.00,44.00,136.00,-1,-1,-1,-1
9,20,1379.00,432.00,44.00,136.00,-1,-1,-1,-1
10,0,591.00,434.00,97.00,294.00,-1,-1,-1,-1
10,1,1430.00,416.00,128.00,388.00,-1,-1,-1,-1
10,2,1012.00,422.00,40.00,124.00,-1,-1,-1,-1
10,4,1097.00,433.00,39.00,119.00,-1,-1,-1,-1
10,6,1504.00,413.00,120.00,362.00,-1,-1,-1,-1
10,7,1254.00,446.00,33.00,103.00,-1,-1,-1,-1
10,8,460.00,442.00,90.00,274.00,-1,-1,-1,-1
10,9,729.00,457.00,39.00,119.00,-1,-1,-1,-1
