342,340,534.00,234.00,30.00,84.00,-1,-1,-1,-1
343,340,530.00,236.00,28.00,78.00,-1,-1,-1,-1
343,341,242.00,235.00,53.00,116.00,-1,-1,-1,-1
344,340,526.00,239.00,25.00,76.00,-1,-1,-1,-1
344,341,260.00,235.00,46.00,116.00,-1,-1,-1,-1
345,340,523.00,240.00,26.00,75.00,-1,-1,-1,-1
345,341,266.00,233.00,47.00,121.00,-1,-1,-1,-1
346,340,518.00,237.00,26.00,78.00,-1,-1,-1,-1
346,341,272.00,227.00,49.00,128.00,-1,-1,-1,-1
347,340,513.00,240.00,27.00,70.00,-1,-1,-1,-1
347,341,284.00,226.00,50.00,135.00,-1,-1,-1,-1
348,340,506.00,246.00,26.00,65.00,-1,-1,-1,-1
348,341,307.00,227.00,42.00,137.00,-1,-1,-1,-1
349,340,503.00,240.00,25.00,73.00,-1,-1,-1,-1
349,341,318.00,226.00,51.00,136.00,-1,-1,-1,-1
350,340,498.00,241.00,25.00,68.00,-1,-1,-1,-1
350,341,325.00,223.00,73.00,136.00,-1,-1,-1,-1
351,340,494.00,245.00,25.00,65.00,-1,-1,-1,-1
351,341,346.00,227.00,59.00,142.00,-1,-1,-1,-1
352,340,491.00,246.00,22.00,63.00,-1,-1,-1,-1
352,341,372.00,227.00,49.00,142.00,-1,-1,-1,-1
353,340,488.00,245.00,22.00,62.00,-1,-1,-1,-1
353,341,379.00,219.00,68.00,155.00,-1,-1,-1,-1
354,340,482.00,248.00,22.00,58.00,-1,-1,-1,-1
354,341,390.00,217.00,71.00,156.00,-1,-1,-1,-1
355,340,478.00,250.00,21.00,58.00,-1,-1,-1,-1
355,341,413.00,215.00,53.00,162.00,-1,-1,-1,-1
356,340,479.00,247.00,20.00,61.00,-1,-1,-1,-1
356,341,417.00,214.00,55.00,163.00,-1,-1,-1,-1
357,340,476.00,245.00,22.00,59.00,-1,-1,-1,-1
357,341,435.00,214.00,64.00,159.00,-1,-1,-1,-1
358,340,472.00,245.00,21.00,58.00,-1,-1,-1,-1
358,341,441.00,204.00,88.00,177.00,-1,-1,-1,-1
359,340,469.00,246.00,20.00,57.00,-1,-1,-1,-1
359,341,449.00,212.00,84.00,165.00,-1,-1,-1,-1
360,340,466.00,246.00,19.00,56.00,-1,-1,-1,-1
360,341,457.00,221.00,80.00,154.00,-1,-1,-1,-1
361,340,463.00,247.00,19.00,55.00,-1,-1,-1,-1
361,341,492.00,205.00,64.00,177.00,-1,-1,-1,-1
362,340,460.00,251.00,21.00,50.00,-1,-1,-1,-1
362,341,504.00,203.00,69.00,179.00,-1,-1,-1,-1
363,340,460.00,253.00,16.00,49.00,-1,-1,-1,-1
363,341,510.00,203.00,83.00,180.00,-1,-1,-1,-1
364,340,459.00,250.00,16.00,51.00,-1,-1,-1,-1
364,341,514.00,211.00,85.00,166.00,-1,-1,-1,-1
365,340,455.00,247.00,20.00,53.00,-1,-1,-1,-1
365,341,525.00,199.00,82.00,183.00,-1,-1,-1,-1
366,340,453.00,250.00,16.00,49.00,-1,-1,-1,-1
366,341,545.00,197.00,61.00,185.00,-1,-1,-1,-1
367,340,452.00,251.00,15.00,48.00,-1,-1,-1,-1
367,341,551.00,185.00,56.00,198.00,-1,-1,-1,-1
368,340,450.00,251.00,15.00,49.00,-1,-1,-1,-1
368,341,553.00,194.00,53.00,181.00,-1,-1,-1,-1
369,340,445.00,250.00,16.00,49.00,-1,-1,-1,-1
369,341,577.00,216.00,30.00,164.00,-1,-1,-1,-1
370,340,444.00,250.00,15.00,48.00,-1,-1,-1,-1
371,340,444.00,252.00,15.00,45.00,-1,-1,-1,-1
371,344,593.00,231.00,13.00,89.00,-1,-1,-1,-1
372,340,438.00,251.00,15.00,45.00,-1,-1,-1,-1
